Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source,
36,Australia,2015,Capital city population (as a percentage of total population),Canberra,,1.8,Refers to Significant Urban Areas as of 2001.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
36,Australia,2015,Capital city population (as a percentage of total urban population),Canberra,,2.1,Refers to Significant Urban Areas as of 2001.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
36,Australia,2018,Urban population (percent),,,86,"Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
36,Australia,2018,Capital city population (thousands),Canberra,,448,Refers to Significant Urban Areas as of 2001.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2005,Urban population (percent),,,58.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2005,Urban population (percent growth rate per annum),,,0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2005,Rural population (percent growth rate per annum),,,1.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2005,Capital city population (thousands),Vienna,,1641,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2005,Capital city population (as a percentage of total population),Vienna,,19.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2005,Capital city population (as a percentage of total urban population),Vienna,,33.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2010,Urban population (percent),,,57.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2010,Urban population (percent growth rate per annum),,,-0.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2010,Rural population (percent growth rate per annum),,,1.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2010,Capital city population (thousands),Vienna,,1731,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2010,Capital city population (as a percentage of total population),Vienna,,20.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2010,Capital city population (as a percentage of total urban population),Vienna,,35.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2015,Urban population (percent),,,57.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2015,Urban population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2015,Rural population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2015,Capital city population (thousands),Vienna,,1835,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2015,Capital city population (as a percentage of total population),Vienna,,21.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2015,Capital city population (as a percentage of total urban population),Vienna,,36.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2018,Urban population (percent),,,58.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
40,Austria,2018,Capital city population (thousands),Vienna,,1901,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2005,Urban population (percent),,,52.4,Including Nagorno-Karabakh.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2005,Urban population (percent growth rate per annum),,,1.4,Data refers to a 5-year period preceding the reference year.,Including Nagorno-Karabakh.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
31,Azerbaijan,2005,Rural population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,Including Nagorno-Karabakh.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
31,Azerbaijan,2005,Capital city population (thousands),Baku,,1867,Including communities under the authority of the Town Council.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2005,Capital city population (as a percentage of total population),Baku,,21.9,Including communities under the authority of the Town Council.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2005,Capital city population (as a percentage of total urban population),Baku,,41.7,Including communities under the authority of the Town Council.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2010,Urban population (percent),,,53.4,Including Nagorno-Karabakh.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2010,Urban population (percent growth rate per annum),,,1.5,Data refers to a 5-year period preceding the reference year.,Including Nagorno-Karabakh.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
31,Azerbaijan,2010,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.,Including Nagorno-Karabakh.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
31,Azerbaijan,2010,Capital city population (thousands),Baku,,2062,Including communities under the authority of the Town Council.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2010,Capital city population (as a percentage of total population),Baku,,22.8,Including communities under the authority of the Town Council.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2010,Capital city population (as a percentage of total urban population),Baku,,42.7,Including communities under the authority of the Town Council.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
31,Azerbaijan,2015,Urban population (percent),,,54.7,Including Nagorno-Karabakh.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
