Region/Country/Area,,Year,Series,Value,Footnotes,Source,
392,Japan,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.28,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
392,Japan,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.2,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
392,Japan,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.2,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),43,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),40,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),34,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
398,Kazakhstan,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.02,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),859,Includes Kuwait Fund grants only.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),647,Includes Kuwait Fund grants only.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),384,Includes Kuwait Fund grants only.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),218,Includes Kuwait Fund grants only.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
414,Kuwait,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),232,Includes Kuwait Fund grants only.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
