Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
84,Belize,2005,International migrant stock: Female (% total Population),14.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2005,Total refugees and people in refugee-like situations (number),624,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2005,"Asylum seekers, including pending cases (number)",14,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2005,Total population of concern to UNHCR (number),638,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2010,International migrant stock: Both sexes (number),46390,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2010,International migrant stock: Both sexes (% total population),14.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2010,International migrant stock: Male (% total Population),14.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2010,International migrant stock: Female (% total Population),14.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2010,Total refugees and people in refugee-like situations (number),134,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2010,"Asylum seekers, including pending cases (number)",30,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2010,Other of concern to UNHCR (number),2,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2010,Total population of concern to UNHCR (number),166,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2015,International migrant stock: Both sexes (number),54615,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2015,International migrant stock: Both sexes (% total population),15.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2015,International migrant stock: Male (% total Population),15.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2015,International migrant stock: Female (% total Population),15,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2015,"Asylum seekers, including pending cases (number)",146,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2015,Total population of concern to UNHCR (number),146,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2020,International migrant stock: Both sexes (number),62043,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2020,International migrant stock: Both sexes (% total population),15.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2020,International migrant stock: Male (% total Population),15.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2020,International migrant stock: Female (% total Population),15.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
84,Belize,2020,Total refugees and people in refugee-like situations (number),28,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2020,"Asylum seekers, including pending cases (number)",2174,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2020,Other of concern to UNHCR (number),3430,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
84,Belize,2020,Total population of concern to UNHCR (number),5632,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
204,Benin,2005,International migrant stock: Both sexes (number),248320,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
204,Benin,2005,International migrant stock: Both sexes (% total population),3.1,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
204,Benin,2005,International migrant stock: Male (% total Population),3.1,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
204,Benin,2005,International migrant stock: Female (% total Population),3.1,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
204,Benin,2005,Total refugees and people in refugee-like situations (number),30294,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
204,Benin,2005,"Asylum seekers, including pending cases (number)",1695,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
204,Benin,2005,Other of concern to UNHCR (number),77,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
204,Benin,2005,Total population of concern to UNHCR (number),32066,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
204,Benin,2010,International migrant stock: Both sexes (number),309225,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
204,Benin,2010,International migrant stock: Both sexes (% total population),3.4,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
204,Benin,2010,International migrant stock: Male (% total Population),3.1,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
