Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
178,Congo,2000,Current health expenditure (% of GDP),1.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2005,Current health expenditure (% of GDP),1.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2010,Current health expenditure (% of GDP),2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2016,Current health expenditure (% of GDP),3.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2017,Current health expenditure (% of GDP),2.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2018,Current health expenditure (% of GDP),2.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2000,Domestic general government health expenditure (% of total government expenditure),2.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2005,Domestic general government health expenditure (% of total government expenditure),2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2010,Domestic general government health expenditure (% of total government expenditure),3.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2016,Domestic general government health expenditure (% of total government expenditure),2.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2017,Domestic general government health expenditure (% of total government expenditure),3.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
178,Congo,2018,Domestic general government health expenditure (% of total government expenditure),3.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2000,Current health expenditure (% of GDP),2.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2005,Current health expenditure (% of GDP),3.8,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2010,Current health expenditure (% of GDP),3.7,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2016,Current health expenditure (% of GDP),3.2,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2017,Current health expenditure (% of GDP),3,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2018,Current health expenditure (% of GDP),2.9,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2000,Domestic general government health expenditure (% of total government expenditure),9.6,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2005,Domestic general government health expenditure (% of total government expenditure),9.6,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2010,Domestic general government health expenditure (% of total government expenditure),9.5,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2016,Domestic general government health expenditure (% of total government expenditure),7,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2017,Domestic general government health expenditure (% of total government expenditure),8.4,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
184,Cook Islands,2018,Domestic general government health expenditure (% of total government expenditure),7.8,Data refer to fiscal years beginning 1 July.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2000,Current health expenditure (% of GDP),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2005,Current health expenditure (% of GDP),6.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2010,Current health expenditure (% of GDP),8.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2016,Current health expenditure (% of GDP),7.5,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2017,Current health expenditure (% of GDP),7.3,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2018,Current health expenditure (% of GDP),7.6,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2000,Domestic general government health expenditure (% of total government expenditure),25.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2005,Domestic general government health expenditure (% of total government expenditure),25.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2010,Domestic general government health expenditure (% of total government expenditure),31.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2016,Domestic general government health expenditure (% of total government expenditure),28.6,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2017,Domestic general government health expenditure (% of total government expenditure),26.9,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
188,Costa Rica,2018,Domestic general government health expenditure (% of total government expenditure),27.8,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
384,C�te d�Ivoire,2000,Current health expenditure (% of GDP),5.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
384,C�te d�Ivoire,2005,Current health expenditure (% of GDP),5.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
384,C�te d�Ivoire,2010,Current health expenditure (% of GDP),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
384,C�te d�Ivoire,2016,Current health expenditure (% of GDP),4.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
384,C�te d�Ivoire,2017,Current health expenditure (% of GDP),4.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
384,C�te d�Ivoire,2018,Current health expenditure (% of GDP),4.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
